,Date,Latitude,Longitude,Year,Month,Day,midpoint,midpt_Lat,midpt_Lon,Station,geometry,Coord,YearMonth,Week
85,2011-08-29,42.39153167,-88.095155,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39153167, -88.095155)",2011-08,35
86,2011-08-29,42.391855,-88.09517167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.391855, -88.09517167)",2011-08,35
87,2011-08-29,42.39298833,-88.09496999999999,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39298833, -88.09496999999999)",2011-08,35
88,2011-08-29,42.39305333,-88.094515,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39305333, -88.094515)",2011-08,35
89,2011-08-29,42.39309333,-88.09405500000001,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39309333, -88.09405500000001)",2011-08,35
90,2011-08-29,42.39290167,-88.09385333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39290167, -88.09385333)",2011-08,35
91,2011-08-29,42.39258667,-88.09386667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39258667, -88.09386667)",2011-08,35
92,2011-08-29,42.39230833,-88.09387333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39230833, -88.09387333)",2011-08,35
93,2011-08-29,42.39218333,-88.09376667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39218333, -88.09376667)",2011-08,35
94,2011-08-29,42.39250833,-88.09384667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39250833, -88.09384667)",2011-08,35
95,2011-07-09,41.98143333,-87.78777667,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.98143333, -87.78777667)",2011-07,27
96,2011-07-09,41.98099833,-87.78777833,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.98099833, -87.78777833)",2011-07,27
97,2011-07-09,41.98056,-87.78776167,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.98056, -87.78776167)",2011-07,27
98,2011-07-09,41.98019833,-87.78775833,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.98019833, -87.78775833)",2011-07,27
99,2011-07-09,41.97975167,-87.78776500000001,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97975167, -87.78776500000001)",2011-07,27
100,2011-07-09,41.97935167,-87.78775333,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97935167, -87.78775333)",2011-07,27
101,2011-07-09,41.97885,-87.78776333,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97885, -87.78776333)",2011-07,27
102,2011-07-09,41.97839833,-87.78777333,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97839833, -87.78777333)",2011-07,27
103,2011-07-09,41.977990000000005,-87.78775999999999,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.977990000000005, -87.78775999999999)",2011-07,27
104,2011-07-09,41.977495000000005,-87.78777833,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.977495000000005, -87.78777833)",2011-07,27
105,2011-07-09,41.97537333,-87.78783667,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97537333, -87.78783667)",2011-07,27
106,2011-07-09,41.97482333,-87.78784167,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97482333, -87.78784167)",2011-07,27
107,2011-07-09,41.97428333,-87.78786667,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97428333, -87.78786667)",2011-07,27
108,2011-07-09,41.97381,-87.78788,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97381, -87.78788)",2011-07,27
109,2011-07-09,41.97335333,-87.78788,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97335333, -87.78788)",2011-07,27
110,2011-07-09,41.972905,-87.78789333,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.972905, -87.78789333)",2011-07,27
111,2011-07-09,41.97244667,-87.78789333,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97244667, -87.78789333)",2011-07,27
112,2011-07-09,41.97191833,-87.78792167,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97191833, -87.78792167)",2011-07,27
113,2011-07-09,41.97138333,-87.78792833,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97138333, -87.78792833)",2011-07,27
114,2011-07-09,41.97089833,-87.78792,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.97089833, -87.78792)",2011-07,27
115,2011-07-09,41.9704,-87.78794667,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.9704, -87.78794667)",2011-07,27
116,2011-07-09,41.96987,-87.78796167,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.96987, -87.78796167)",2011-07,27
117,2011-07-09,41.96934,-87.78797833,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.96934, -87.78797833)",2011-07,27
118,2011-07-09,41.96855333,-87.78869499999999,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.96855333, -87.78869499999999)",2011-07,27
119,2011-07-09,41.96855667,-87.78910833,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.96855667, -87.78910833)",2011-07,27
120,2011-07-09,41.96876333,-87.78914833,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.96876333, -87.78914833)",2011-07,27
121,2011-07-09,41.96886667,-87.789165,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.96886667, -87.789165)",2011-07,27
122,2011-07-09,41.969145000000005,-87.78917667,2011,7,9,"(41.98227395945963, -87.80995275699301)",41.98227395945963,-87.80995275699301,1,POINT (-87.80995275699308 41.98227395945968),"(41.969145000000005, -87.78917667)",2011-07,27
