Id,WnvPresent
137,0.15382254
138,0.0844498
139,0.06785846
140,0.08724412
141,0.03498076
142,0.12903854
143,0.12903854
144,0.12903854
145,0.060910147
146,0.031862352
147,0.02286079
148,0.032227226
149,0.012768398
150,0.050208017
151,0.050208017
152,0.050208017
153,0.085377775
154,0.09503232
155,0.030312154
156,0.04578726
157,0.018926622
158,0.07070024
159,0.07070024
160,0.07070024
161,0.016044151
162,0.008515521
163,0.0058471714
164,0.008302078
165,0.0032409027
166,0.013115031
167,0.013115031
168,0.013115031
169,0.08633316
170,0.035376932
171,0.02997456
172,0.044156484
173,0.017625934
174,0.06832318
175,0.06832318
176,0.06832318
177,0.11242579
178,0.09828367
179,0.035891384
180,0.05838254
181,0.02432135
182,0.089505866
183,0.089505866
184,0.089505866
185,0.07184308
186,0.029166302
187,0.024688061
188,0.036462776
189,0.0144848
190,0.05666842
191,0.05666842
192,0.05666842
193,0.11242579
194,0.09828367
195,0.035891384
196,0.05838254
197,0.02432135
198,0.089505866
199,0.089505866
200,0.089505866
201,0.10008584
202,0.087343186
203,0.032663204
204,0.051629376
205,0.021418458
206,0.07945639
207,0.07945639
208,0.07945639
209,0.12775487
210,0.04135316
211,0.06349715
212,0.07150576
213,0.028377322
214,0.10664158
215,0.10664158
216,0.10664158
217,0.09060492
218,0.07896345
219,0.03148613
220,0.04757028
221,0.019230288
222,0.07177381
223,0.07177381
224,0.07177381
225,0.17625216
226,0.19400312
227,0.07368703
228,0.10123671
229,0.04234647
230,0.14848843
231,0.14848843
232,0.14848843
233,0.0772036
234,0.08602072
235,0.027252944
236,0.04123264
237,0.016996332
238,0.06383322
239,0.06383322
240,0.06383322
241,0.11242579
242,0.09828367
243,0.035891384
244,0.05838254
245,0.02432135
246,0.089505866
247,0.089505866
248,0.089505866
249,0.15254943
250,0.16840117
251,0.056853496
252,0.084695086
253,0.035867535
254,0.12793952
255,0.12793952
256,0.12793952
257,0.041034807
258,0.02718127
259,0.01805807
260,0.035653844
261,0.0112610925
262,0.033699524
263,0.033699524
264,0.033699524
265,0.07173374
266,0.029119877
267,0.02464858
268,0.036405176
269,0.014461397
270,0.05658077
271,0.05658077
272,0.05658077
273,0.16869141
274,0.093352735
275,0.07029657
276,0.09435315
277,0.038890056
278,0.14191352
279,0.14191352
280,0.14191352
281,0.042438492
282,0.021993442
283,0.017438792
284,0.022772564
285,0.0087600555
286,0.034861412
287,0.034861412
288,0.034861412
289,0.05220515
290,0.020930775
291,0.017693982
292,0.026222637
293,0.010350612
294,0.040995177
295,0.040995177
296,0.040995177
297,0.044296287
298,0.022977717
299,0.016443549
300,0.023243286
301,0.009157643
302,0.03640014
303,0.03640014
304,0.03640014
305,0.10209461
306,0.08912153
307,0.032336973
308,0.05272258
309,0.021886738
310,0.08108842
311,0.08108842
312,0.08108842
313,0.16609555
314,0.18305089
315,0.062529005
316,0.09287622
317,0.0395359
318,0.13966052
319,0.13966052
320,0.13966052
321,0.07506745
322,0.06527909
323,0.02329738
324,0.03820936
325,0.01572098
326,0.059255254
327,0.059255254
328,0.059255254
329,0.17625216
330,0.19400312
331,0.07368703
332,0.10123671
333,0.04234647
334,0.14848843
335,0.14848843
336,0.14848843
337,0.13742793
338,0.0747955
339,0.05434561
340,0.075613536
341,0.030791562
342,0.11492666
343,0.11492666
344,0.11492666
345,0.10008584
346,0.087343186
347,0.032663204
348,0.051629376
349,0.021418458
350,0.07945639
351,0.07945639
352,0.07945639
353,0.121570505
354,0.06561532
355,0.04754638
356,0.06634015
357,0.026855513
358,0.1013605
359,0.1013605
360,0.1013605
361,0.16609555
362,0.18305089
363,0.062529005
364,0.09287622
365,0.0395359
366,0.13966052
367,0.13966052
368,0.13966052
369,0.04117662
370,0.021325946
371,0.015254164
372,0.021572845
373,0.00849071
374,0.033816885
375,0.033816885
376,0.033816885
377,0.091714725
378,0.079943195
379,0.028821656
380,0.047099046
381,0.019484578
382,0.07267138
383,0.07267138
384,0.07267138
385,0.05604864
386,0.062613666
387,0.019496052
388,0.029617917
389,0.012122356
390,0.046158686
391,0.046158686
392,0.046158686
393,0.10008584
394,0.087343186
395,0.032663204
396,0.051629376
397,0.021418458
398,0.07945639
399,0.07945639
400,0.07945639
401,0.051297333
402,0.0267035
403,0.019130582
404,0.027010936
405,0.010666999
406,0.042208314
407,0.042208314
408,0.042208314
409,0.18652752
410,0.20505576
411,0.071310304
412,0.1054401
413,0.04524401
414,0.15745458
415,0.15745458
416,0.15745458
417,0.19279519
418,0.2117839
419,0.07631738
420,0.10934931
421,0.047038797
422,0.16294101
423,0.16294101
424,0.16294101
425,0.10008584
426,0.087343186
427,0.032663204
428,0.051629376
429,0.021418458
430,0.07945639
431,0.07945639
432,0.07945639
433,0.09060492
434,0.07896345
435,0.03148613
436,0.04757028
437,0.019230288
438,0.07177381
439,0.07177381
440,0.07177381
441,0.1579843
442,0.08692743
443,0.06988651
444,0.089795694
445,0.03606423
446,0.13263485
447,0.13263485
448,0.13263485
449,0.08633316
450,0.035376932
451,0.02997456
452,0.044156484
453,0.017625934
454,0.06832318
455,0.06832318
456,0.06832318
457,0.06257357
458,0.025253305
459,0.02136266
460,0.03160275
461,0.012516105
462,0.049252886
463,0.049252886
464,0.049252886
465,0.16869141
466,0.093352735
467,0.07029657
468,0.09435315
469,0.038890056
470,0.14191352
471,0.14191352
472,0.14191352
473,0.045119945
474,0.018009441
475,0.014738215
476,0.022579733
477,0.008892561
478,0.035374593
479,0.035374593
480,0.035374593
481,0.051297333
482,0.0267035
483,0.019130582
484,0.027010936
485,0.010666999
486,0.042208314
487,0.042208314
488,0.042208314
489,0.0142082665
490,0.016552687
491,0.005330011
492,0.0075305332
493,0.0029698405
494,0.011610367
495,0.011610367
496,0.011610367
497,0.08809292
498,0.036139123
499,0.029674362
500,0.045098983
501,0.018012824
502,0.069743864
503,0.069743864
504,0.069743864
505,0.21345094
506,0.23388463
507,0.09164732
508,0.11674024
509,0.05310583
510,0.18111594
511,0.18111594
512,0.18111594
513,0.045119945
514,0.018009441
515,0.014738215
516,0.022579733
517,0.008892561
518,0.035374593
519,0.035374593
520,0.035374593
521,0.19279519
522,0.2117839
523,0.07631738
524,0.10934931
525,0.047038797
526,0.16294101
527,0.16294101
528,0.16294101
529,0.11117152
530,0.059677504
531,0.043168165
532,0.060341008
533,0.024333896
534,0.092508204
535,0.092508204
536,0.092508204
537,0.10554339
538,0.09217704
539,0.03351728
540,0.054604974
541,0.022694552
542,0.08389389
543,0.08389389
544,0.08389389
545,0.17329557
546,0.09613845
547,0.07029657
548,0.09716552
549,0.040122483
550,0.14591512
551,0.14591512
552,0.14591512
553,0.21330486
554,0.23372872
555,0.08323991
556,0.12232722
557,0.053062074
558,0.18098687
559,0.18098687
560,0.18098687
561,0.08089228
562,0.03303133
563,0.027106859
564,0.041253623
565,0.01643722
566,0.06393789
567,0.06393789
568,0.06393789
569,0.19279519
570,0.2117839
571,0.07631738
572,0.10934931
573,0.047038797
574,0.16294101
575,0.16294101
576,0.16294101
577,0.11812138
578,0.103346236
579,0.03787513
580,0.06153006
581,0.025682649
582,0.09416351
583,0.09416351
584,0.09416351
585,0.11812138
586,0.103346236
587,0.03787513
588,0.06153006
589,0.025682649
590,0.09416351
591,0.09416351
592,0.09416351
593,0.19279519
594,0.2117839
595,0.07631738
596,0.10934931
597,0.047038797
598,0.16294101
599,0.16294101
600,0.16294101
601,0.19279519
602,0.2117839
603,0.07631738
604,0.10934931
605,0.047038797
606,0.16294101
607,0.16294101
608,0.16294101
609,0.18652752
610,0.20505576
611,0.071310304
612,0.1054401
613,0.04524401
614,0.15745458
615,0.15745458
616,0.15745458
617,0.09376085
618,0.08175033
619,0.029510243
620,0.04820263
621,0.019954672
622,0.074327424
623,0.074327424
624,0.074327424
625,0.16869141
626,0.093352735
627,0.07029657
628,0.09435315
629,0.038890056
630,0.14191352
631,0.14191352
632,0.14191352
633,0.09376085
634,0.08175033
635,0.029510243
636,0.04820263
637,0.019954672
638,0.074327424
639,0.074327424
640,0.074327424
641,0.19279519
642,0.2117839
643,0.07631738
644,0.10934931
645,0.047038797
646,0.16294101
647,0.16294101
648,0.16294101
649,0.072200395
650,0.08049599
651,0.02539771
652,0.0384634
653,0.015827963
654,0.059640504
655,0.059640504
656,0.059640504
657,0.15254943
658,0.16840117
659,0.056853496
660,0.084695086
661,0.035867535
662,0.12793952
663,0.12793952
664,0.12793952
665,0.17625216
666,0.19400312
667,0.07368703
668,0.10123671
669,0.04234647
670,0.14848843
671,0.14848843
672,0.14848843
673,0.09060492
674,0.07896345
675,0.03148613
676,0.04757028
677,0.019230288
678,0.07177381
679,0.07177381
680,0.07177381
681,0.13651487
682,0.15099736
683,0.055515364
684,0.076834686
685,0.031639602
686,0.11414334
687,0.11414334
688,0.11414334
689,0.17625216
690,0.19400312
691,0.07368703
692,0.10123671
693,0.04234647
694,0.14848843
695,0.14848843
696,0.14848843
697,0.13651487
698,0.15099736
699,0.055515364
700,0.076834686
701,0.031639602
702,0.11414334
703,0.11414334
704,0.11414334
705,0.04474454
706,0.038744446
707,0.015053838
708,0.022942679
709,0.009133868
710,0.03507729
711,0.03507729
712,0.03507729
713,0.062004548
714,0.053820364
715,0.021113945
716,0.032075115
717,0.012841889
718,0.048798714
719,0.048798714
720,0.048798714
721,0.09060492
722,0.07896345
723,0.03148613
724,0.04757028
725,0.019230288
726,0.07177381
727,0.07177381
728,0.07177381
729,0.17625216
730,0.19400312
731,0.07368703
732,0.10123671
733,0.04234647
734,0.14848843
735,0.14848843
736,0.14848843
737,0.062004548
738,0.053820364
739,0.021113945
740,0.032075115
741,0.012841889
742,0.048798714
743,0.048798714
744,0.048798714
745,0.16609555
746,0.18305089
747,0.062529005
748,0.09287622
749,0.0395359
750,0.13966052
751,0.13966052
752,0.13966052
753,0.0653915
754,0.056787334
755,0.020149047
756,0.033114187
757,0.0135822585
758,0.05150392
759,0.05150392
760,0.05150392
761,0.11812138
762,0.103346236
763,0.03787513
764,0.06153006
765,0.025682649
766,0.09416351
767,0.09416351
768,0.09416351
769,0.17441218
770,0.12122182
771,0.08323522
772,0.09329132
773,0.041833367
774,0.14688663
775,0.14688663
776,0.14688663
777,0.11298865
778,0.07678828
779,0.05190318
780,0.06284484
781,0.02565011
782,0.09405257
783,0.09405257
784,0.09405257
785,0.1652807
786,0.11448896
787,0.07842388
788,0.08795452
789,0.039312642
790,0.1389537
791,0.1389537
792,0.1389537
793,0.105859205
794,0.071758226
795,0.04841775
796,0.05867013
797,0.023883231
798,0.08799943
799,0.08799943
800,0.08799943
801,0.105859205
802,0.071758226
803,0.04841775
804,0.05867013
805,0.023883231
806,0.08799943
807,0.08799943
808,0.08799943
809,0.10867729
810,0.12061912
811,0.043365367
812,0.056054506
813,0.024579013
814,0.09039012
815,0.09039012
816,0.09039012
817,0.12997602
818,0.1438804
819,0.05261981
820,0.06782491
821,0.02994985
822,0.10854132
823,0.10854132
824,0.10854132
825,0.11298865
826,0.07678828
827,0.05190318
828,0.06284484
829,0.02565011
830,0.09405257
831,0.09405257
832,0.09405257
833,0.18451269
834,0.2028907
835,0.07759332
836,0.09925877
837,0.044671457
838,0.1556937
839,0.1556937
840,0.1556937
841,0.06871887
842,0.059704866
843,0.021912027
844,0.034860425
845,0.014313755
846,0.054165594
847,0.054165594
848,0.054165594
849,0.07525554
850,0.06544432
851,0.025867198
852,0.03919718
853,0.015762901
854,0.059406206
855,0.059406206
856,0.059406206
857,0.09323862
858,0.062917106
859,0.042321227
860,0.047691416
861,0.020808408
862,0.07732396
863,0.07732396
864,0.07732396
865,0.12811539
866,0.14185315
867,0.051800646
868,0.071801834
869,0.029472621
870,0.10694983
871,0.10694983
872,0.10694983
873,0.12997602
874,0.1438804
875,0.05261981
876,0.06782491
877,0.02994985
878,0.10854132
879,0.10854132
880,0.10854132
881,0.14704397
882,0.10117721
883,0.06897884
884,0.0832043
885,0.03440215
886,0.12319312
887,0.12319312
888,0.12319312
889,0.12862617
890,0.08791221
891,0.059655122
892,0.06707075
893,0.029603487
894,0.10738662
895,0.10738662
896,0.10738662
897,0.12784496
898,0.14155847
899,0.046790756
900,0.07007063
901,0.02940338
902,0.10671859
903,0.10671859
904,0.10671859
905,0.08079927
906,0.03299137
907,0.027073879
908,0.041204162
909,0.016416995
910,0.06386302
911,0.06386302
912,0.06386302
913,0.14704397
914,0.10117721
915,0.06897884
916,0.0832043
917,0.03440215
918,0.12319312
919,0.12319312
920,0.12319312
921,0.12003639
922,0.13304006
923,0.048267636
924,0.06229785
925,0.027418436
926,0.10005242
927,0.10005242
928,0.10005242
929,0.06902234
930,0.0769831
931,0.024225978
932,0.036711577
933,0.015090895
934,0.056981336
935,0.056981336
936,0.056981336
937,0.07542258
938,0.065591164
939,0.023413783
940,0.03839734
941,0.01580014
942,0.05954033
943,0.05954033
944,0.05954033
945,0.06995036
946,0.05551456
947,0.028290745
948,0.03722255
949,0.015305721
950,0.05775749
951,0.05775749
952,0.05775749
953,0.21345094
954,0.23388463
955,0.09164732
956,0.11674024
957,0.05310583
958,0.18111594
959,0.18111594
960,0.18111594
961,0.17625216
962,0.19400312
963,0.07368703
964,0.10123671
965,0.04234647
966,0.14848843
967,0.14848843
968,0.14848843
969,0.21345094
970,0.23388463
971,0.09164732
972,0.11674024
973,0.05310583
974,0.18111594
975,0.18111594
976,0.18111594
977,0.105859205
978,0.071758226
979,0.04841775
980,0.05867013
981,0.023883231
982,0.08799943
983,0.08799943
984,0.08799943
985,0.11298865
986,0.07678828
987,0.05190318
988,0.06284484
989,0.02565011
990,0.09405257
991,0.09405257
992,0.09405257
993,0.12003639
994,0.13304006
995,0.048267636
996,0.06229785
997,0.027418436
998,0.10005242
999,0.10005242
1000,0.10005242
1001,0.13742793
1002,0.0747955
1003,0.05434561
1004,0.075613536
1005,0.030791562
1006,0.11492666
1007,0.11492666
1008,0.11492666
1009,0.11242579
1010,0.09828367
1011,0.035891384
1012,0.05838254
1013,0.02432135
1014,0.089505866
1015,0.089505866
1016,0.089505866
1017,0.08089228
1018,0.03303133
1019,0.027106859
1020,0.041253623
1021,0.01643722
1022,0.06393789
1023,0.06393789
1024,0.06393789
1025,0.16609555
1026,0.18305089
1027,0.062529005
1028,0.09287622
1029,0.0395359
1030,0.13966052
1031,0.13966052
1032,0.13966052
1033,0.039615322
1034,0.01575771
1035,0.0128901135
1036,0.01976808
1037,0.0077716913
1038,0.03102027
1039,0.03102027
1040,0.03102027
1041,0.18652752
1042,0.20505576
1043,0.071310304
1044,0.1054401
1045,0.04524401
1046,0.15745458
1047,0.15745458
1048,0.15745458
1049,0.14704397
1050,0.10117721
1051,0.06897884
1052,0.0832043
1053,0.03440215
1054,0.12319312
1055,0.12319312
1056,0.12319312
1057,0.10008584
1058,0.087343186
1059,0.032663204
1060,0.051629376
1061,0.021418458
1062,0.07945639
1063,0.07945639
1064,0.07945639
1065,0.14704397
1066,0.10117721
1067,0.06897884
1068,0.0832043
1069,0.03440215
1070,0.12319312
1071,0.12319312
1072,0.12319312
1073,0.14704397
1074,0.10117721
1075,0.06897884
1076,0.0832043
1077,0.03440215
1078,0.12319312
1079,0.12319312
1080,0.12319312
1081,0.11242579
1082,0.09828367
1083,0.035891384
1084,0.05838254
1085,0.02432135
1086,0.089505866
1087,0.089505866
1088,0.089505866
1089,0.13742793
1090,0.0747955
1091,0.05434561
1092,0.075613536
1093,0.030791562
1094,0.11492666
1095,0.11492666
1096,0.11492666
1097,0.14473137
1098,0.07907554
1099,0.05752821
1100,0.07993637
1101,0.032642394
1102,0.12120234
1103,0.12120234
1104,0.12120234
1105,0.086791895
1106,0.046005893
1107,0.03666491
1108,0.047594268
1109,0.018599046
1110,0.07189037
1111,0.07189037
1112,0.07189037
1113,0.09060492
1114,0.07896345
1115,0.03148613
1116,0.04757028
1117,0.019230288
1118,0.07177381
1119,0.07177381
1120,0.07177381
1121,0.072200395
1122,0.08049599
1123,0.02539771
1124,0.0384634
1125,0.015827963
1126,0.059640504
1127,0.059640504
1128,0.059640504
1129,0.06367474
1130,0.055283077
1131,0.019595161
1132,0.032215614
1133,0.01320645
1134,0.05013218
1135,0.05013218
1136,0.05013218
1137,0.013818836
1138,0.0056139617
1139,0.0044163736
1140,0.006804051
1141,0.0026536703
1142,0.01075797
1143,0.01075797
1144,0.01075797
1145,0.121570505
1146,0.06561532
1147,0.04754638
1148,0.06634015
1149,0.026855513
1150,0.1013605
1151,0.1013605
1152,0.1013605
1153,0.17625216
1154,0.19400312
1155,0.07368703
1156,0.10123671
1157,0.04234647
1158,0.14848843
1159,0.14848843
1160,0.14848843
1161,0.060527317
1162,0.06757937
1163,0.021119267
1164,0.032056313
1165,0.013139877
1166,0.04988885
1167,0.04988885
1168,0.04988885
1169,0.19279519
1170,0.2117839
1171,0.07631738
1172,0.10934931
1173,0.047038797
1174,0.16294101
1175,0.16294101
1176,0.16294101
1177,0.17329557
1178,0.09613845
1179,0.07029657
1180,0.09716552
1181,0.040122483
1182,0.14591512
1183,0.14591512
1184,0.14591512
1185,0.09376085
1186,0.08175033
1187,0.029510243
1188,0.04820263
1189,0.019954672
1190,0.074327424
1191,0.074327424
1192,0.074327424
1193,0.06257357
1194,0.025253305
1195,0.02136266
1196,0.03160275
1197,0.012516105
1198,0.049252886
1199,0.049252886
1200,0.049252886
1201,0.17625216
1202,0.19400312
1203,0.07368703
1204,0.10123671
1205,0.04234647
1206,0.14848843
1207,0.14848843
1208,0.14848843
1209,0.0013950486
1210,0.0012923263
1211,0.0005781477
1212,0.00053407275
1213,0.00028231842
1214,0.0008465072
1215,0.0008465072
1216,0.0008465072
1217,0.0010316254
1218,0.0009556376
1219,0.00042744377
1220,0.00039485315
1221,0.00020871148
1222,0.0006258947
1223,0.0006258947
1224,0.0006258947
1225,0.00090506615
1226,0.0010957724
1227,0.00051605457
1228,0.00043450453
1229,0.00018551313
1230,0.00057659997
1231,0.00057659997
1232,0.00057659997
1233,0.0022801124
1234,0.0027597565
1235,0.0013407641
1236,0.0009392509
1237,0.0004848999
1238,0.0014533421
1239,0.0014533421
1240,0.0014533421
1241,0.0022801124
1242,0.0027597565
1243,0.0013407641
1244,0.0009392509
1245,0.0004848999
1246,0.0014533421
1247,0.0014533421
1248,0.0014533421
1249,0.0022801124
1250,0.0027597565
1251,0.0013407641
1252,0.0009392509
1253,0.0004848999
1254,0.0014533421
1255,0.0014533421
1256,0.0014533421
1257,0.0022801124
1258,0.0027597565
1259,0.0013407641
1260,0.0009392509
1261,0.0004848999
1262,0.0014533421
1263,0.0014533421
1264,0.0014533421
1265,0.002945178
1266,0.0035642225
1267,0.0017361622
1268,0.0014154244
1269,0.0006046592
1270,0.0018777067
1271,0.0018777067
1272,0.0018777067
1273,0.002710701
1274,0.003280626
1275,0.0015942447
1276,0.0011169076
1277,0.000576667
1278,0.0017280697
1279,0.0017280697
1280,0.0017280697
1281,0.0018695161
1282,0.0022629823
1283,0.0010227745
1284,0.00075179763
1285,0.00039745157
1286,0.0011914502
1287,0.0011914502
1288,0.0011914502
1289,0.0022801124
1290,0.0027597565
1291,0.0013407641
1292,0.0009392509
1293,0.0004848999
1294,0.0014533421
1295,0.0014533421
1296,0.0014533421
1297,0.0011277592
1298,0.0010446974
1299,0.0005587784
1300,0.00052807276
1301,0.00022016236
1302,0.0006842453
1303,0.0006842453
1304,0.0006842453
1305,0.0024536334
1306,0.0029696682
1307,0.0014461088
1308,0.0011788915
1309,0.000503546
1310,0.0015640418
1311,0.0015640418
1312,0.0015640418
1313,0.0023135508
1314,0.0016272462
1315,0.0015722848
1316,0.0009530435
1317,0.0004920236
1318,0.0014746721
1319,0.0014746721
1320,0.0014746721
1321,0.0008620051
1322,0.0010436474
1323,0.0004914923
1324,0.0004138223
1325,0.00017668077
1326,0.00054915796
1327,0.00054915796
1328,0.00054915796
1329,9.920201e-05
1330,0.00012469772
1331,5.4227898e-05
1332,3.9850347e-05
1333,2.1060521e-05
1334,6.318122e-05
1335,6.318122e-05
1336,6.318122e-05
1337,0.0021228844
1338,0.002569538
1339,0.0011244403
1340,0.0008538154
1341,0.0004514068
1342,0.0013530472
1343,0.0013530472
1344,0.0013530472
1345,0.0021986116
1346,0.0026611544
1347,0.0013923766
1348,0.0010816833
1349,0.00045111708
1350,0.0014013507
1351,0.0014013507
1352,0.0014013507
1353,0.00073151203
1354,0.00088568125
1355,0.00041706563
1356,0.0003511529
1357,0.00014991872
1358,0.00046600262
1359,0.00046600262
1360,0.00046600262
1361,0.0010514762
1362,0.0012729937
1363,0.00055666023
1364,0.0004226281
1365,0.00022339549
1366,0.0006699108
1367,0.0006699108
1368,0.0006699108
1369,0.00016140738
1370,0.00020288731
1371,9.200248e-05
1372,7.745865e-05
1373,3.306443e-05
1374,0.00010280181
1375,0.00010280181
1376,0.00010280181
1377,0.0022760471
1378,0.00210859
1379,0.0010499917
1380,0.0010413071
1381,0.00044474355
1382,0.0013815706
1383,0.0013815706
1384,0.0013815706
1385,0.0016649812
1386,0.0015424136
1387,0.0006901247
1388,0.0006375186
1389,0.0003370177
1390,0.0010104082
1391,0.0010104082
1392,0.0010104082
1393,0.0016954746
1394,0.0015706649
1395,0.00078191544
1396,0.0007754464
1397,0.00033114347
1398,0.0010289252
1399,0.0010289252
1400,0.0010289252
1401,0.0022387963
1402,0.0020740752
1403,0.00092828006
1404,0.0008575357
1405,0.00045337452
1406,0.0013589399
1407,0.0013589399
1408,0.0013589399
1409,0.0019662722
1410,0.0018215656
1411,0.00084204157
1412,0.0007530226
1413,0.00039809942
1414,0.0011933908
1415,0.0011933908
1416,0.0011933908
1417,0.0018763454
1418,0.0013195643
1419,0.0013731936
1420,0.00092298223
1421,0.0003848952
1422,0.0011958048
1423,0.0011958048
1424,0.0011958048
1425,0.0017618143
1426,0.0016321308
1427,0.0008107361
1428,0.0006909062
1429,0.00035664593
1430,0.0010692135
1431,0.0010692135
1432,0.0010692135
1433,0.002710701
1434,0.003280626
1435,0.0015942447
1436,0.0011169076
1437,0.000576667
1438,0.0017280697
1439,0.0017280697
1440,0.0017280697
1441,0.00056364335
1442,0.000682458
1443,0.00029832884
1444,0.00022648384
1445,0.00011970502
1446,0.00035904182
1447,0.00035904182
1448,0.00035904182
1449,0.0022387963
1450,0.0020740752
1451,0.00092828006
1452,0.0008575357
1453,0.00045337452
1454,0.0013589399
1455,0.0013589399
1456,0.0013589399
1457,0.0019189753
1458,0.0023228268
1459,0.001016337
1460,0.0007717098
1461,0.00040798227
1462,0.0012229925
1463,0.0012229925
1464,0.0012229925
1465,0.0007357106
1466,0.0005172227
1467,0.0004997344
1468,0.0004968484
1469,0.00020124945
1470,0.000468678
1471,0.000468678
1472,0.000468678
1473,0.0022760471
1474,0.00210859
1475,0.0010499917
1476,0.0010413071
1477,0.00044474355
1478,0.0013815706
1479,0.0013815706
1480,0.0013815706
1481,0.002945178
1482,0.0035642225
1483,0.0017361622
1484,0.0014154244
1485,0.0006046592
1486,0.0018777067
1487,0.0018777067
1488,0.0018777067
1489,0.00045522107
1490,0.00055119296
1491,0.0002881061
1492,0.00022376364
1493,9.327419e-05
1494,0.00028996504
1495,0.00028996504
1496,0.00028996504
1497,0.00093785947
1498,0.000868772
1499,0.00043234328
1500,0.00042876517
1501,0.00018306207
1502,0.00056898495
1503,0.00056898495
1504,0.00056898495
1505,0.0013415572
1506,0.0016240869
1507,0.00076507794
1508,0.0006442015
1509,0.0002750766
1510,0.0008548155
1511,0.0008548155
1512,0.0008548155
1513,0.0020101354
1514,0.0018622067
1515,0.00083335774
1516,0.00076984183
1517,0.00040699443
1518,0.0012200339
1519,0.0012200339
1520,0.0012200339
1521,0.0021228844
1522,0.002569538
1523,0.0011244403
1524,0.0008538154
1525,0.0004514068
1526,0.0013530472
1527,0.0013530472
1528,0.0013530472
1529,0.000959618
1530,0.0008889294
1531,0.0003975914
1532,0.00036727605
1533,0.00019413208
1534,0.00058219075
1535,0.00058219075
1536,0.00058219075
1537,0.0022582028
1538,0.0027332506
1539,0.0013278687
1540,0.0009302138
1541,0.00048023227
1542,0.0014393657
1543,0.0014393657
1544,0.0014393657
1545,0.0028278101
1546,0.0034222698
1547,0.0016137066
1548,0.0013589354
1549,0.0005805088
1550,0.0018028016
1551,0.0018028016
1552,0.0018028016
1553,0.0019662722
1554,0.0018215656
1555,0.00084204157
1556,0.0007530226
1557,0.00039809942
1558,0.0011933908
1559,0.0011933908
1560,0.0011933908
1561,0.0024572718
1562,0.0029740694
1563,0.0014020329
1564,0.0011806412
1565,0.00050429365
1566,0.0015663631
1567,0.0015663631
1568,0.0015663631
1569,0.0021228844
1570,0.002569538
1571,0.0011244403
1572,0.0008538154
1573,0.0004514068
1574,0.0013530472
1575,0.0013530472
1576,0.0013530472
1577,0.0009242794
1578,0.0011190296
1579,0.0005270141
1580,0.00044373295
1581,0.00018945421
1582,0.0005888445
1583,0.0005888445
1584,0.0005888445
1585,0.0010316254
1586,0.0009556376
1587,0.00042744377
1588,0.00039485315
1589,0.00020871148
1590,0.0006258947
1591,0.0006258947
1592,0.0006258947
1593,0.00036600794
1594,0.00044318
1595,0.00019370552
1596,0.00014705269
1597,7.771984e-05
1598,0.00023313117
1599,0.00023313117
1600,0.00023313117
1601,0.0019662722
1602,0.0018215656
1603,0.00084204157
1604,0.0007530226
1605,0.00039809942
1606,0.0011933908
1607,0.0011933908
1608,0.0011933908
1609,0.0015647055
1610,0.0018941406
1611,0.0008924238
1612,0.00075144245
1613,0.0003208888
1614,0.0009970821
1615,0.0009970821
1616,0.0009970821
1617,0.002443123
1618,0.002956955
