,Test Date,Species,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,DaylightDuration,midpt_Lat,midpt_Lon,Spray Date
10,29/5/2007,CULEX PIPIENS/RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.93146677,-87.69703534,8/8/2013
11,29/5/2007,CULEX PIPIENS/RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.93146677,-87.69703534,8/8/2013
12,29/5/2007,CULEX RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.93146677,-87.69703534,8/8/2013
13,29/5/2007,CULEX PIPIENS/RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.79858334,-87.68103605,17/7/2013
14,29/5/2007,CULEX RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.79858334,-87.68103605,17/7/2013
15,29/5/2007,CULEX RESTUANS,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.86012944,-87.70326338,29/8/2013
16,29/5/2007,CULEX RESTUANS,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.79858334,-87.68103605,17/7/2013
17,29/5/2007,CULEX RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.79858334,-87.68103605,17/7/2013
18,29/5/2007,CULEX PIPIENS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.79858334,-87.68103605,17/7/2013
19,29/5/2007,CULEX PIPIENS/RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.86012944,-87.70326338,29/8/2013
20,29/5/2007,CULEX RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.86012944,-87.70326338,29/8/2013
21,29/5/2007,CULEX PIPIENS/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0,1,88,60,74,10,58,65,0,9,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.39,30.11,5.8,18,6.5,2007,5,29,0 days 14:56:00.000000000,42.00543594,-87.81308541,9/5/2013
22,29/5/2007,CULEX PIPIENS/RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,0,1,88,60,74,10,58,65,0,9,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.39,30.11,5.8,18,6.5,2007,5,29,0 days 14:56:00.000000000,41.95453488,-87.72287906,25/7/2013
23,29/5/2007,CULEX RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.92600815,-87.78316689,15/8/2013
24,29/5/2007,CULEX RESTUANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2,88,65,77,10,59,66,0,12,29/5/2007 4:21,29/5/2007 19:17,BR HZ,0,0,0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000,41.79858334,-87.68103605,17/7/2013
25,5/6/2007,CULEX PIPIENS/RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
26,5/6/2007,CULEX RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
27,5/6/2007,CULEX PIPIENS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
28,5/6/2007,CULEX PIPIENS/RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.98227463,-87.8099525,9/7/2011
29,5/6/2007,CULEX RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.98227463,-87.8099525,9/7/2011
30,5/6/2007,CULEX PIPIENS/RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
31,5/6/2007,CULEX RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
32,5/6/2007,CULEX PIPIENS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
33,5/6/2007,CULEX RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
34,5/6/2007,CULEX PIPIENS/RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
35,5/6/2007,CULEX RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
36,5/6/2007,CULEX PIPIENS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
37,5/6/2007,CULEX RESTUANS,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
38,5/6/2007,CULEX PIPIENS/RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
39,5/6/2007,CULEX RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
40,5/6/2007,CULEX RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
41,5/6/2007,CULEX RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
42,5/6/2007,CULEX PIPIENS/RESTUANS,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
43,5/6/2007,CULEX PIPIENS/RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
44,5/6/2007,CULEX RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
45,5/6/2007,CULEX PIPIENS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
46,5/6/2007,CULEX PIPIENS/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,2,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,42.00543594,-87.81308541,9/5/2013
47,5/6/2007,CULEX RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,9,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,42.00543594,-87.81308541,9/5/2013
48,5/6/2007,CULEX RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.92600815,-87.78316689,15/8/2013
49,5/6/2007,CULEX RESTUANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
50,5/6/2007,CULEX RESTUANS,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.98227463,-87.8099525,9/7/2011
51,5/6/2007,CULEX RESTUANS,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
52,5/6/2007,CULEX RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,42.00543594,-87.81308541,9/5/2013
53,5/6/2007,CULEX RESTUANS,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
54,5/6/2007,CULEX RESTUANS,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
55,5/6/2007,CULEX RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95453488,-87.72287906,25/7/2013
56,5/6/2007,CULEX PIPIENS/RESTUANS,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
57,5/6/2007,CULEX RESTUANS,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
58,5/6/2007,CULEX RESTUANS,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
59,5/6/2007,CULEX PIPIENS/RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
60,5/6/2007,CULEX RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
61,5/6/2007,CULEX PIPIENS/RESTUANS,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
62,5/6/2007,CULEX PIPIENS/RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,2,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
63,5/6/2007,CULEX RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,4,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
64,5/6/2007,CULEX PIPIENS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.79858334,-87.68103605,17/7/2013
65,5/6/2007,CULEX PIPIENS/RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
66,5/6/2007,CULEX RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,2,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
67,5/6/2007,CULEX PIPIENS/RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
68,5/6/2007,CULEX RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,3,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95780944,-87.780646,16/8/2013
69,5/6/2007,CULEX RESTUANS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,3,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.86012944,-87.70326338,29/8/2013
70,5/6/2007,CULEX PIPIENS/RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95453488,-87.72287906,25/7/2013
71,5/6/2007,CULEX RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95453488,-87.72287906,25/7/2013
72,5/6/2007,CULEX RESTUANS,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,2,63,51,57,-9,47,52,8,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000,41.93146677,-87.69703534,8/8/2013
73,5/6/2007,CULEX PIPIENS/RESTUANS,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95453488,-87.72287906,25/7/2013
74,5/6/2007,CULEX RESTUANS,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,2,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.95453488,-87.72287906,25/7/2013
75,5/6/2007,CULEX PIPIENS/RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0,1,64,47,56,-9,48,51,9,0,5/6/2007 4:17,5/6/2007 19:23,RA BR,0,0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000,41.92600815,-87.78316689,15/8/2013
