,Date,Latitude,Longitude,Week
11722,2013-08-29,41.77719,-87.70186,35
11723,2013-08-29,41.77675,-87.70184333,35
11724,2013-08-29,41.77627833,-87.70183167,35
11725,2013-08-29,41.77581,-87.70181833,35
11726,2013-08-29,41.77532333,-87.70180500000002,35
11727,2013-08-29,41.77486333,-87.70179499999998,35
11728,2013-08-29,41.774445,-87.70179333,35
11729,2013-08-29,41.77398833,-87.70178667,35
11730,2013-08-29,41.773545,-87.70177667,35
11731,2013-08-29,41.77305833,-87.70176667,35
11732,2013-08-29,41.77258,-87.70176167,35
11733,2013-08-29,41.77218167,-87.701815,35
11734,2013-08-29,41.772295,-87.69817667,35
11735,2013-08-29,41.772785,-87.69821167,35
11736,2013-08-29,41.77329333,-87.69822167,35
11737,2013-08-29,41.77376,-87.69822667,35
11738,2013-08-29,41.77430833,-87.69822667,35
11739,2013-08-29,41.77479833,-87.69822833,35
11740,2013-08-29,41.77526,-87.69823333,35
11741,2013-08-29,41.77579667,-87.69823333,35
11742,2013-08-29,41.77638833,-87.69824167,35
11743,2013-08-29,41.77695167,-87.69825167,35
11744,2013-08-29,41.77723,-87.69825667,35
11745,2013-08-29,41.777775,-87.698245,35
11746,2013-08-29,41.77829333,-87.69825667,35
11747,2013-08-29,41.77870167,-87.69828667,35
11748,2013-08-29,41.77913,-87.69829167,35
11749,2013-08-29,41.779855,-87.69826667,35
11750,2013-08-29,41.780305,-87.69827833,35
11751,2013-08-29,41.78084167,-87.69829333,35
11752,2013-08-29,41.78133167,-87.69830833,35
11753,2013-08-29,41.78177,-87.69831500000002,35
11754,2013-08-29,41.78217167,-87.69831167,35
11755,2013-08-29,41.7826,-87.69835333,35
11756,2013-08-29,41.78314667,-87.69836333,35
11757,2013-08-29,41.78369167,-87.69838167,35
11758,2013-08-29,41.784215,-87.69838667,35
11759,2013-08-29,41.78479333,-87.69841333,35
11760,2013-08-29,41.78536500000001,-87.69843333,35
11761,2013-08-29,41.78552833,-87.69965167,35
11762,2013-08-29,41.785125,-87.699625,35
11763,2013-08-29,41.78470167,-87.69961833,35
11764,2013-08-29,41.78420667,-87.69960833,35
11765,2013-08-29,41.78368833,-87.69960833,35
11766,2013-08-29,41.78313333,-87.69959167,35
11767,2013-08-29,41.78260833,-87.69957167,35
11768,2013-08-29,41.78212667,-87.69953667,35
11769,2013-08-29,41.78154,-87.699515,35
11770,2013-08-29,41.780995,-87.69947333,35
11771,2013-08-29,41.78047167,-87.69946667,35
11772,2013-08-29,41.77997833,-87.69943667,35
11773,2013-08-29,41.77935167,-87.70062167,35
11774,2013-08-29,41.779695,-87.70063333,35
11775,2013-08-29,41.78005167,-87.70066167,35
11776,2013-08-29,41.78038833,-87.70072833,35
11777,2013-08-29,41.78074333,-87.70075167,35
11778,2013-08-29,41.7812,-87.70075333,35
11779,2013-08-29,41.781625,-87.7008,35
11780,2013-08-29,41.782045,-87.700825,35
11781,2013-08-29,41.782445,-87.70084167,35
11782,2013-08-29,41.78286667,-87.70084667,35
11783,2013-08-29,41.78329667,-87.70085,35
11784,2013-08-29,41.78374333,-87.70085167,35
11785,2013-08-29,41.78433333,-87.700835,35
11786,2013-08-29,41.78487667,-87.70087333,35
11787,2013-08-29,41.78528833,-87.70089499999997,35
11788,2013-08-29,41.78569833,-87.70211167,35
11789,2013-08-29,41.78531833,-87.70211667,35
11790,2013-08-29,41.78492167,-87.70208167,35
11791,2013-08-29,41.78456667,-87.70205333,35
11792,2013-08-29,41.78412833,-87.70201999999998,35
11793,2013-08-29,41.78374167,-87.70202667,35
11794,2013-08-29,41.78332667,-87.70201167,35
11795,2013-08-29,41.78293667,-87.70199167,35
11796,2013-08-29,41.78251667,-87.70198667,35
11797,2013-08-29,41.78215833,-87.70196,35
11798,2013-08-29,41.78178167,-87.70195167,35
11799,2013-08-29,41.78142333,-87.70193667,35
11800,2013-08-29,41.78104167,-87.70192667,35
11801,2013-08-29,41.78060167,-87.70192667,35
11802,2013-08-29,41.78017333,-87.70191333,35
11803,2013-08-29,41.778705,-87.69951999999998,35
11804,2013-08-29,41.77814667,-87.69949167,35
11805,2013-08-29,41.777575,-87.69948333,35
11806,2013-08-29,41.77701833,-87.69946667,35
11807,2013-08-29,41.776465,-87.69944,35
11808,2013-08-29,41.77590167,-87.69943,35
11809,2013-08-29,41.775355,-87.69941833,35
11810,2013-08-29,41.77479500000001,-87.699405,35
11811,2013-08-29,41.77418333,-87.69939000000002,35
11812,2013-08-29,41.773655,-87.69937333,35
11813,2013-08-29,41.77303,-87.69935333,35
11814,2013-08-29,41.77244500000001,-87.69934167,35
11815,2013-08-29,41.77216,-87.69811333,35
11816,2013-08-29,41.772705,-87.69814000000002,35
11817,2013-08-29,41.77300167,-87.69817333,35
11818,2013-08-29,41.77323667,-87.69821,35
11819,2013-08-29,41.773655,-87.69820833,35
11820,2013-08-29,41.77417333,-87.69821333,35
11821,2013-08-29,41.774635,-87.698225,35
11822,2013-08-29,41.77511,-87.69823000000002,35
11823,2013-08-29,41.775675,-87.69823833,35
11824,2013-08-29,41.77630167,-87.69825667,35
11825,2013-08-29,41.77688833,-87.69826167,35
11826,2013-08-29,41.777445,-87.69824833,35
11827,2013-08-29,41.77809,-87.69827,35
11828,2013-08-29,41.77867333,-87.698265,35
11829,2013-08-29,41.77902833,-87.69587,35
11830,2013-08-29,41.77956500000001,-87.69588333,35
11831,2013-08-29,41.78011167,-87.695895,35
11832,2013-08-29,41.780595,-87.69592167,35
11833,2013-08-29,41.78114,-87.69592667,35
11834,2013-08-29,41.7817,-87.69595,35
11835,2013-08-29,41.78223667,-87.69596667,35
11836,2013-08-29,41.78277167,-87.69597833,35
11837,2013-08-29,41.78336833,-87.69599833,35
11838,2013-08-29,41.78395333,-87.69600667,35
11839,2013-08-29,41.78458,-87.696015,35
11840,2013-08-29,41.78524,-87.69604833,35
11841,2013-08-29,41.785785,-87.697245,35
11842,2013-08-29,41.78534833,-87.69720833,35
11843,2013-08-29,41.78497667,-87.69719167,35
11844,2013-08-29,41.78447833,-87.69717667,35
11845,2013-08-29,41.78390167,-87.69717,35
11846,2013-08-29,41.78346667,-87.697135,35
11847,2013-08-29,41.78298,-87.697135,35
11848,2013-08-29,41.78244667,-87.69713167,35
11849,2013-08-29,41.78197833,-87.69712833,35
11850,2013-08-29,41.781485,-87.69708833,35
11851,2013-08-29,41.78095167,-87.69708833,35
11852,2013-08-29,41.780375,-87.69707333,35
11853,2013-08-29,41.77972167,-87.69706333,35
11854,2013-08-29,41.779185,-87.69704167,35
11855,2013-08-29,41.77867833,-87.69704,35
11856,2013-08-29,41.77815167,-87.69703167,35
11857,2013-08-29,41.77759667,-87.69702,35
11858,2013-08-29,41.77712833,-87.69700999999998,35
11859,2013-08-29,41.776615,-87.697,35
11860,2013-08-29,41.776105,-87.697,35
11861,2013-08-29,41.77565,-87.69698167,35
11862,2013-08-29,41.77508833,-87.69698333,35
11863,2013-08-29,41.774615,-87.69697,35
11864,2013-08-29,41.77418,-87.69697333,35
11865,2013-08-29,41.77368333,-87.69695667,35
11866,2013-08-29,41.773175,-87.69692667,35
11867,2013-08-29,41.77268167,-87.69692667,35
11868,2013-08-29,41.77218833,-87.69691333,35
11869,2013-08-29,41.77193833,-87.69576333,35
11870,2013-08-29,41.77241,-87.69570833,35
11871,2013-08-29,41.77292,-87.695715,35
11872,2013-08-29,41.773455,-87.69572333,35
11873,2013-08-29,41.77397667,-87.69574,35
11874,2013-08-29,41.774445,-87.69574833,35
11875,2013-08-29,41.77490167,-87.69574833,35
11876,2013-08-29,41.77537167,-87.69575999999998,35
11877,2013-08-29,41.77587,-87.69577333,35
11878,2013-08-29,41.776335,-87.69578333,35
11879,2013-08-29,41.77674333,-87.69579167,35
11880,2013-08-29,41.77724667,-87.69580667,35
11881,2013-08-29,41.77784333,-87.69581833,35
11882,2013-08-29,41.77843667,-87.695825,35
11883,2013-08-29,41.77913667,-87.69584,35
11884,2013-08-29,41.779645,-87.69584,35
11885,2013-08-29,41.78048333,-87.69589167,35
11886,2013-08-29,41.78093333,-87.69588833,35
11887,2013-08-29,41.78152167,-87.69591333,35
11888,2013-08-29,41.782035,-87.695975,35
11889,2013-08-29,41.78255333,-87.69595167,35
11890,2013-08-29,41.78314833,-87.69596667,35
11891,2013-08-29,41.783765,-87.69597667,35
11892,2013-08-29,41.78432667,-87.69600667,35
11893,2013-08-29,41.78497333,-87.696015,35
11894,2013-08-29,41.78563,-87.69602833,35
11895,2013-08-29,41.78596,-87.69481999999998,35
11896,2013-08-29,41.78540667,-87.69481667,35
11897,2013-08-29,41.78482333,-87.69480333,35
11898,2013-08-29,41.78429833,-87.69477167,35
11899,2013-08-29,41.78374833,-87.69475667,35
11900,2013-08-29,41.78319833,-87.69474167,35
11901,2013-08-29,41.78266,-87.694705,35
11902,2013-08-29,41.78206,-87.69468,35
11903,2013-08-29,41.78148167,-87.694675,35
11904,2013-08-29,41.78096167,-87.69465167,35
11905,2013-08-29,41.78040333,-87.69465,35
11906,2013-08-29,41.77982667,-87.69463333,35
11907,2013-08-29,41.77929333,-87.69463499999998,35
11908,2013-08-29,41.77882333,-87.69463667,35
11909,2013-08-29,41.77839167,-87.694625,35
11910,2013-08-29,41.77798667,-87.69462333,35
11911,2013-08-29,41.777585,-87.69460667,35
11912,2013-08-29,41.777155,-87.69459333,35
11913,2013-08-29,41.77662667,-87.694575,35
11914,2013-08-29,41.77615667,-87.69455167,35
11915,2013-08-29,41.77565833,-87.69451833,35
11916,2013-08-29,41.77516333,-87.69450333,35
11917,2013-08-29,41.77471333,-87.69449667,35
11918,2013-08-29,41.77426,-87.694485,35
11919,2013-08-29,41.77370167,-87.694475,35
11920,2013-08-29,41.77314000000001,-87.69445833,35
11921,2013-08-29,41.77264167,-87.694455,35
11922,2013-08-29,41.76459333,-87.694225,35
11923,2013-08-29,41.76411333,-87.69425333,35
11924,2013-08-29,41.76383667,-87.69424333,35
11925,2013-08-29,41.76365333,-87.69422667,35
11926,2013-08-29,41.76319333,-87.69423833,35
11927,2013-08-29,41.76261167,-87.69421,35
11928,2013-08-29,41.76200333,-87.69418667,35
11929,2013-08-29,41.76144167,-87.69416167,35
11930,2013-08-29,41.76085,-87.69414833,35
11931,2013-08-29,41.76033,-87.69413333,35
11932,2013-08-29,41.75983333,-87.69411833,35
11933,2013-08-29,41.75939667,-87.69413167,35
11934,2013-08-29,41.76095833,-87.69461667,35
11935,2013-08-29,41.76095167,-87.69520333,35
11936,2013-08-29,41.76038667,-87.6953,35
11937,2013-08-29,41.75977,-87.695285,35
11938,2013-08-29,41.75927,-87.69532167,35
11939,2013-08-29,41.76123667,-87.69534167,35
11940,2013-08-29,41.761845,-87.69536,35
11941,2013-08-29,41.76248333,-87.69537667,35
11942,2013-08-29,41.76301167,-87.69538333,35
11943,2013-08-29,41.76358667,-87.6954,35
11944,2013-08-29,41.76417167,-87.69541833,35
11945,2013-08-29,41.76445833,-87.696555,35
11946,2013-08-29,41.76414000000001,-87.69664499999998,35
11947,2013-08-29,41.76364667,-87.69664499999998,35
11948,2013-08-29,41.763075,-87.69664167,35
11949,2013-08-29,41.762465,-87.69662833,35
11950,2013-08-29,41.76178333,-87.696605,35
11951,2013-08-29,41.76113167,-87.69658000000003,35
11952,2013-08-29,41.75914667,-87.69653333,35
11953,2013-08-29,41.75967333,-87.69653167,35
11954,2013-08-29,41.76019,-87.696575,35
11955,2013-08-29,41.760745,-87.69660833,35
11956,2013-08-29,41.75910333,-87.697765,35
11957,2013-08-29,41.75949833,-87.69775,35
11958,2013-08-29,41.76005833,-87.69777833,35
11959,2013-08-29,41.76067833,-87.69778833,35
11960,2013-08-29,41.76122333,-87.69780333,35
11961,2013-08-29,41.761825,-87.69783167,35
11962,2013-08-29,41.76238333,-87.69784167,35
11963,2013-08-29,41.76292667,-87.69784833,35
11964,2013-08-29,41.76348667,-87.69785999999998,35
11965,2013-08-29,41.76436333,-87.700115,35
11966,2013-08-29,41.76394833,-87.70031999999998,35
11967,2013-08-29,41.76341167,-87.70030667,35
11968,2013-08-29,41.76283667,-87.700295,35
11969,2013-08-29,41.76228167,-87.70027667,35
11970,2013-08-29,41.76172167,-87.70026999999997,35
11971,2013-08-29,41.76116,-87.70025667,35
11972,2013-08-29,41.759505,-87.70021167,35
11973,2013-08-29,41.76008833,-87.70023499999998,35
11974,2013-08-29,41.760665,-87.70025667,35
11975,2013-08-29,41.760755,-87.69961833,35
11976,2013-08-29,41.759155,-87.699025,35
11977,2013-08-29,41.75936667,-87.69900333,35
11978,2013-08-29,41.75992833,-87.69902667,35
11979,2013-08-29,41.76051667,-87.69904833,35
11980,2013-08-29,41.76099667,-87.69906333,35
11981,2013-08-29,41.761625,-87.699095,35
11982,2013-08-29,41.76222667,-87.69910667,35
11983,2013-08-29,41.76279,-87.699125,35
11984,2013-08-29,41.76345833,-87.69911167,35
11985,2013-08-29,41.76407167,-87.69912667,35
11986,2013-08-29,41.76397833,-87.70157167,35
11987,2013-08-29,41.76343333,-87.70155333,35
11988,2013-08-29,41.76285167,-87.70154167,35
11989,2013-08-29,41.76242667,-87.70153,35
11990,2013-08-29,41.76191,-87.70150500000003,35
11991,2013-08-29,41.76129,-87.70147667,35
11992,2013-08-29,41.75911,-87.70146667,35
11993,2013-08-29,41.75941667,-87.70142167,35
11994,2013-08-29,41.75995,-87.70143167,35
11995,2013-08-29,41.760525,-87.70144,35
11996,2013-08-29,41.76412833,-87.70400833,35
11997,2013-08-29,41.76361333,-87.70398667,35
11998,2013-08-29,41.76295833,-87.70396333,35
11999,2013-08-29,41.762415,-87.70394167,35
12000,2013-08-29,41.76179000000001,-87.703925,35
12001,2013-08-29,41.761225,-87.70392667,35
12002,2013-08-29,41.76086167,-87.70455667,35
12003,2013-08-29,41.76088667,-87.70514333,35
12004,2013-08-29,41.76141833,-87.705155,35
12005,2013-08-29,41.76208333,-87.70517,35
12006,2013-08-29,41.76268333,-87.705185,35
12007,2013-08-29,41.76323333,-87.705225,35
12008,2013-08-29,41.763845,-87.70525,35
12009,2013-08-29,41.76399667,-87.70645999999998,35
12010,2013-08-29,41.76343667,-87.706445,35
12011,2013-08-29,41.76283,-87.70643000000003,35
12012,2013-08-29,41.76228167,-87.70641667,35
12013,2013-08-29,41.78503833,-87.71299167,35
12014,2013-08-29,41.78464,-87.71299333,35
12015,2013-08-29,41.784285,-87.712975,35
12016,2013-08-29,41.78374667,-87.71294167,35
12017,2013-08-29,41.78318333,-87.71290667,35
12018,2013-08-29,41.78266333,-87.71289333,35
12019,2013-08-29,41.78219,-87.71288,35
12020,2013-08-29,41.78157333,-87.71287167,35
12021,2013-08-29,41.781005,-87.71284833,35
12022,2013-08-29,41.78059167,-87.71282667,35
12023,2013-08-29,41.77998167,-87.71281667,35
12024,2013-08-29,41.77945,-87.71279667,35
12025,2013-08-29,41.77907167,-87.71277833,35
12026,2013-08-29,41.778665,-87.71274167,35
12027,2013-08-29,41.77828667,-87.712735,35
12028,2013-08-29,41.77783,-87.71272167,35
12029,2013-08-29,41.77739667,-87.71271167,35
12030,2013-08-29,41.77699167,-87.712695,35
12031,2013-08-29,41.77649833,-87.71269000000002,35
12032,2013-08-29,41.77595,-87.71269333,35
12033,2013-08-29,41.775535,-87.71268167,35
12034,2013-08-29,41.77506667,-87.712675,35
12035,2013-08-29,41.77454167,-87.71266167,35
12036,2013-08-29,41.77405333,-87.71265167,35
12037,2013-08-29,41.77359000000001,-87.71263333,35
12038,2013-08-29,41.77313333,-87.712625,35
12039,2013-08-29,41.77267833,-87.712615,35
12040,2013-08-29,41.77219667,-87.71258667,35
12041,2013-08-29,41.76977,-87.71340167,35
12042,2013-08-29,41.76976667,-87.71397667,35
12043,2013-08-29,41.76973333,-87.71448833,35
12044,2013-08-29,41.76886167,-87.713305,35
12045,2013-08-29,41.76885167,-87.714065,35
12046,2013-08-29,41.76884333,-87.714845,35
12047,2013-08-29,41.76864833,-87.71517667,35
12048,2013-08-29,41.76807833,-87.71517,35
12049,2013-08-29,41.76794167,-87.71300167,35
12050,2013-08-29,41.767605,-87.71295333,35
12051,2013-08-29,41.76726667,-87.71293,35
12052,2013-08-29,41.76671833,-87.71292667,35
12053,2013-08-29,41.76624,-87.71291,35
12054,2013-08-29,41.76588167,-87.71291167,35
12055,2013-08-29,41.76548167,-87.71289667,35
12056,2013-08-29,41.76500333,-87.71288667,35
12057,2013-08-29,41.76457667,-87.71287333,35
12058,2013-08-29,41.76425167,-87.71385,35
12059,2013-08-29,41.76369833,-87.71383333,35
12060,2013-08-29,41.76316167,-87.71381833,35
12061,2013-08-29,41.76266667,-87.71380667,35
12062,2013-08-29,41.762165,-87.71379667,35
12063,2013-08-29,41.76156333,-87.71379167,35
12064,2013-08-29,41.76096333,-87.71374167,35
12065,2013-08-29,41.76064167,-87.71397667,35
12066,2013-08-29,41.76063667,-87.714575,35
12067,2013-08-29,41.760865,-87.71496833,35
12068,2013-08-29,41.76139667,-87.71497667,35
12069,2013-08-29,41.76188667,-87.714995,35
12070,2013-08-29,41.76238,-87.71499667,35
12071,2013-08-29,41.76298,-87.71502833,35
12072,2013-08-29,41.76366,-87.71505833,35
12073,2013-08-29,41.76377833,-87.71546167,35
12074,2013-08-29,41.763765,-87.71596167,35
12075,2013-08-29,41.76365333,-87.71623333,35
12076,2013-08-29,41.76319667,-87.716215,35
12077,2013-08-29,41.762705,-87.71620333,35
12078,2013-08-29,41.76219833,-87.71619667,35
12079,2013-08-29,41.76155667,-87.71618000000002,35
12080,2013-08-29,41.76094833,-87.71615833,35
12081,2013-08-29,41.76061,-87.71632167,35
12082,2013-08-29,41.76061667,-87.71674499999997,35
12083,2013-08-29,41.76063333,-87.717355,35
12084,2013-08-29,41.76109667,-87.71741,35
12085,2013-08-29,41.76163667,-87.71743000000002,35
12086,2013-08-29,41.76217833,-87.71745167,35
12087,2013-08-29,41.76273667,-87.71746999999998,35
12088,2013-08-29,41.76331500000001,-87.717485,35
12089,2013-08-29,41.76369333,-87.71764333,35
12090,2013-08-29,41.763685,-87.71812167,35
12091,2013-08-29,41.76368333,-87.71857667,35
12092,2013-08-29,41.76343833,-87.71869167,35
12093,2013-08-29,41.7629,-87.71866999999997,35
12094,2013-08-29,41.76243833,-87.71867667,35
12095,2013-08-29,41.76192333,-87.71865667,35
12096,2013-08-29,41.76136500000001,-87.71865167,35
12097,2013-08-29,41.7608,-87.71862167,35
12098,2013-08-29,41.76077333,-87.71893333,35
12099,2013-08-29,41.76103,-87.71945833,35
12100,2013-08-29,41.76126833,-87.71983333,35
12101,2013-08-29,41.76175333,-87.71986167,35
12102,2013-08-29,41.76224333,-87.71987667,35
12103,2013-08-29,41.76278167,-87.71989333,35
12104,2013-08-29,41.76337167,-87.71991333,35
12105,2013-08-29,41.76368167,-87.720175,35
12106,2013-08-29,41.76366,-87.72079833,35
12107,2013-08-29,41.763505,-87.72108833,35
12108,2013-08-29,41.762945,-87.72108333,35
12109,2013-08-29,41.76245167,-87.72106667,35
12110,2013-08-29,41.76232,-87.72064833,35
12111,2013-08-29,41.76233,-87.71996333,35
12112,2013-08-29,41.76234,-87.71928167,35
12113,2013-08-29,41.76234667,-87.71868333,35
12114,2013-08-29,41.762365,-87.71791833,35
12115,2013-08-29,41.76237,-87.71719333,35
12116,2013-08-29,41.762375,-87.716385,35
12117,2013-08-29,41.76239167,-87.71563667,35
12118,2013-08-29,41.76239,-87.71496333,35
12119,2013-08-29,41.76241,-87.71423167,35
12120,2013-08-29,41.76241667,-87.71350667,35
12121,2013-08-29,41.76243167,-87.71290333,35
12122,2013-08-29,41.762795,-87.71284167,35
12123,2013-08-29,41.76314833,-87.71284333,35
12124,2013-08-29,41.76356667,-87.71285833,35
12125,2013-08-29,41.764015,-87.71286167,35
12126,2013-08-29,41.76499333,-87.72186167,35
12127,2013-08-29,41.76501833,-87.721065,35
12128,2013-08-29,41.76503833,-87.72031167,35
12129,2013-08-29,41.76505167,-87.719685,35
12130,2013-08-29,41.76505333,-87.719025,35
12131,2013-08-29,41.76506833,-87.71836333,35
12132,2013-08-29,41.76508,-87.717725,35
12133,2013-08-29,41.7651,-87.71701833,35
12134,2013-08-29,41.76511167,-87.71616833,35
12135,2013-08-29,41.76512833,-87.71538000000002,35
12136,2013-08-29,41.76513667,-87.71474833,35
12137,2013-08-29,41.76514,-87.71393667,35
12138,2013-08-29,41.76515333,-87.71316,35
12139,2013-08-29,41.76604667,-87.71338833,35
12140,2013-08-29,41.76604,-87.714115,35
12141,2013-08-29,41.76604167,-87.714835,35
12142,2013-08-29,41.76602167,-87.71549833,35
12143,2013-08-29,41.76601667,-87.71624833,35
12144,2013-08-29,41.766005,-87.71697667,35
12145,2013-08-29,41.76599667,-87.717635,35
12146,2013-08-29,41.76598833,-87.71831,35
12147,2013-08-29,41.76597667,-87.71894833,35
12148,2013-08-29,41.76596333,-87.719595,35
12149,2013-08-29,41.76595167,-87.72028167,35
12150,2013-08-29,41.76594167,-87.72107667,35
12151,2013-08-29,41.76593333,-87.72184333,35
12152,2013-08-29,41.76686333,-87.72173667,35
12153,2013-08-29,41.766875,-87.721205,35
12154,2013-08-29,41.76687667,-87.72063667,35
12155,2013-08-29,41.76688833,-87.72003167,35
12156,2013-08-29,41.76689667,-87.71931833,35
12157,2013-08-29,41.76690667,-87.71868,35
12158,2013-08-29,41.76691833,-87.71806,35
12159,2013-08-29,41.76693,-87.71741833,35
12160,2013-08-29,41.766945,-87.716735,35
12161,2013-08-29,41.76696,-87.71610667,35
12162,2013-08-29,41.76695667,-87.71543333,35
12163,2013-08-29,41.76695667,-87.71486833,35
12164,2013-08-29,41.76696,-87.71433499999998,35
12165,2013-08-29,41.76696333,-87.71364,35
12166,2013-08-29,41.76784,-87.71519,35
12167,2013-08-29,41.76782167,-87.71581667,35
12168,2013-08-29,41.76780833,-87.71641333,35
12169,2013-08-29,41.767805,-87.71701999999998,35
12170,2013-08-29,41.76781167,-87.71753667,35
12171,2013-08-29,41.767795,-87.71814333,35
12172,2013-08-29,41.767785,-87.71883333,35
12173,2013-08-29,41.76777667,-87.719545,35
12174,2013-08-29,41.76777167,-87.72015667,35
12175,2013-08-29,41.76775667,-87.72095833,35
