,Date,Species,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,DaylightDuration
17,2007-05-29,CULEX RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,2,88,65,77,10,59,66,0,12,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000
18,2007-05-29,CULEX PIPIENS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,88,65,77,10,59,66,0,12,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000
19,2007-05-29,CULEX PIPIENS/RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,2,88,65,77,10,59,66,0,12,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000
20,2007-05-29,CULEX RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,2,88,65,77,10,59,66,0,12,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000
21,2007-05-29,CULEX PIPIENS/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,1,0,1,88,60,74,10,58,65,0,9,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.39,30.11,5.8,18,6.5,2007,5,29,0 days 14:56:00.000000000
22,2007-05-29,CULEX PIPIENS/RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999996,8,1,0,1,88,60,74,10,58,65,0,9,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.39,30.11,5.8,18,6.5,2007,5,29,0 days 14:56:00.000000000
23,2007-05-29,CULEX RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,2,88,65,77,10,59,66,0,12,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000
24,2007-05-29,CULEX RESTUANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2,88,65,77,10,59,66,0,12,2007-05-29 04:21:00,2007-05-29 19:17:00,BR HZ,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,0 days 14:56:00.000000000
25,2007-06-05,CULEX PIPIENS/RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
26,2007-06-05,CULEX RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
27,2007-06-05,CULEX PIPIENS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
28,2007-06-05,CULEX PIPIENS/RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
29,2007-06-05,CULEX RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
30,2007-06-05,CULEX PIPIENS/RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
31,2007-06-05,CULEX RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
32,2007-06-05,CULEX PIPIENS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
33,2007-06-05,CULEX RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
34,2007-06-05,CULEX PIPIENS/RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
35,2007-06-05,CULEX RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
36,2007-06-05,CULEX PIPIENS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
37,2007-06-05,CULEX RESTUANS,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
38,2007-06-05,CULEX PIPIENS/RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
39,2007-06-05,CULEX RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
40,2007-06-05,CULEX RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
41,2007-06-05,CULEX RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
42,2007-06-05,CULEX PIPIENS/RESTUANS,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
43,2007-06-05,CULEX PIPIENS/RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
44,2007-06-05,CULEX RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
45,2007-06-05,CULEX PIPIENS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
46,2007-06-05,CULEX PIPIENS/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
47,2007-06-05,CULEX RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,9,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
48,2007-06-05,CULEX RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
49,2007-06-05,CULEX RESTUANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
50,2007-06-05,CULEX RESTUANS,T009,"9100  W HIGGINS AVE, Chicago, IL",41.98196400000001,-87.812827,8,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
51,2007-06-05,CULEX RESTUANS,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
52,2007-06-05,CULEX RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,8,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
53,2007-06-05,CULEX RESTUANS,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,9,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
54,2007-06-05,CULEX RESTUANS,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
55,2007-06-05,CULEX RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
56,2007-06-05,CULEX PIPIENS/RESTUANS,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
57,2007-06-05,CULEX RESTUANS,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
58,2007-06-05,CULEX RESTUANS,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
59,2007-06-05,CULEX PIPIENS/RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
60,2007-06-05,CULEX RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
61,2007-06-05,CULEX PIPIENS/RESTUANS,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
62,2007-06-05,CULEX PIPIENS/RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,2,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
63,2007-06-05,CULEX RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,4,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
64,2007-06-05,CULEX PIPIENS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
65,2007-06-05,CULEX PIPIENS/RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
66,2007-06-05,CULEX RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
67,2007-06-05,CULEX PIPIENS/RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
68,2007-06-05,CULEX RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,3,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
69,2007-06-05,CULEX RESTUANS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,3,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
70,2007-06-05,CULEX PIPIENS/RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
71,2007-06-05,CULEX RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
72,2007-06-05,CULEX RESTUANS,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
73,2007-06-05,CULEX PIPIENS/RESTUANS,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
74,2007-06-05,CULEX RESTUANS,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
75,2007-06-05,CULEX PIPIENS/RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
76,2007-06-05,CULEX RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,10,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
77,2007-06-05,CULEX RESTUANS,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
78,2007-06-05,CULEX RESTUANS,T154,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
79,2007-06-05,CULEX PIPIENS/RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,3,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
80,2007-06-05,CULEX RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
81,2007-06-05,CULEX PIPIENS/RESTUANS,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999998,8,1,0,2,63,51,57,-9,47,52,8,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,0 days 15:06:00.000000000
82,2007-06-05,CULEX PIPIENS/RESTUANS,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,2,0,1,64,47,56,-9,48,51,9,0,2007-06-05 04:17:00,2007-06-05 19:23:00,RA BR,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,0 days 15:06:00.000000000
